Ciudad,Provincia,Comunidad Autónoma,Municipio,Población,Tasa,Casos,Año
Daimiel,Ciudad Real,Castilla La Mancha,Daimiel (Castilla La Mancha),18706,"32,07526997",6,2014
Pinto,Madrid,Comunidad de Madrid,Pinto (Comunidad de Madrid),46870,"32,0034137",15,2014
Girona,Girona,Cataluña,Girona (Cataluña),97292,"31,86284587",31,2014
Lloret de Mar,Girona,Cataluña,Lloret de Mar (Cataluña),40803,"31,86040242",13,2014
Santa Coloma de Farners,Girona,Cataluña,Santa Coloma de Farners (Cataluña),12601,"31,74351242",4,2014
Chipiona,Cádiz,Andalucía,Chipiona (Andalucía),18930,"31,69572108",6,2014
"Gabias, Las",Granada,Andalucía,"Gabias, Las (Andalucía)",18946,"31,66895387",6,2014
Almansa,Albacete,Castilla La Mancha,Almansa (Castilla La Mancha),25279,"31,64682147",8,2014
Chiclana de la Frontera,Cádiz,Andalucía,Chiclana de la Frontera (Andalucía),82212,"31,62555345",26,2014
"Rozas de Madrid, Las",Madrid,Comunidad de Madrid,"Rozas de Madrid, Las (Comunidad de Madrid)",91806,"31,58834935",29,2014
Vinaròs,Castelló/Castellón,Comunidad Valenciana,Vinaròs (Comunidad Valenciana),28829,"31,21856464",9,2014
Aranjuez,Madrid,Comunidad de Madrid,Aranjuez (Comunidad de Madrid),57728,"31,18070953",18,2014
"Unión, La",Murcia,Región de Murcia,"Unión, La (Región de Murcia)",19263,"31,14779629",6,2014
"Pobla de Vallbona, la",València/Valencia,Comunidad Valenciana,"Pobla de Vallbona, la (Comunidad Valenciana)",22499,"31,11249389",7,2014
Moaña,Pontevedra,Galicia,Moaña (Galicia),19309,"31,07359263",6,2014
Melilla,Melilla,Melilla,Melilla (Melilla),83679,"31,07111701",26,2014
Laguna de Duero,Valladolid,Castilla y León,Laguna de Duero (Castilla y León),22590,"30,98716246",7,2014
Úbeda,Jaén,Andalucía,Úbeda (Andalucía),35514,"30,97370051",11,2014
Arona,Santa Cruz de Tenerife,Canarias,Arona (Canarias),80987,"30,86915184",25,2014
Pollença,Illes Balears,Illes Balears,Pollença (Illes Balears),16200,"30,86419753",5,2014
Sopelana,Bizkaia,País Vasco,Sopelana (País Vasco),12977,"30,82376512",4,2014
Zarautz,Gipuzkoa,País Vasco,Zarautz (País Vasco),22760,"30,75571178",7,2014
Cehegín,Murcia,Región de Murcia,Cehegín (Región de Murcia),16267,"30,73707506",5,2014
Arahal,Sevilla,Andalucía,Arahal (Andalucía),19536,"30,71253071",6,2014
Coslada,Madrid,Comunidad de Madrid,Coslada (Comunidad de Madrid),91425,"30,62619634",28,2014
Teruel,Teruel,Aragón,Teruel (Aragón),35961,"30,58869331",11,2014
Gandia,València/Valencia,Comunidad Valenciana,Gandia (Comunidad Valenciana),78543,"30,55651045",24,2014
"Barrios, Los",Cádiz,Andalucía,"Barrios, Los (Andalucía)",22948,"30,5037476",7,2014
Sant Joan Despí,Barcelona,Cataluña,Sant Joan Despí (Cataluña),32812,"30,47665488",10,2014
San Roque,Cádiz,Andalucía,San Roque (Andalucía),29536,"30,47128927",9,2014
Huércal de Almería,Almería,Andalucía,Huércal de Almería (Andalucía),16442,"30,4099258",5,2014
Abarán,Murcia,Región de Murcia,Abarán (Región de Murcia),13157,"30,40206734",4,2014
Bollullos de la Mitación,Sevilla,Andalucía,Bollullos de la Mitación (Andalucía),9882,"30,35822708",3,2014
Santa Eulalia del Río,Illes Balears,Illes Balears,Santa Eulalia del Río (Illes Balears),36464,"30,1667398",11,2014
Camas,Sevilla,Andalucía,Camas (Andalucía),26535,"30,14886",8,2014
Vegas del Genil,Granada,Andalucía,Vegas del Genil (Andalucía),10003,"29,9910027",3,2014
Villanueva del Pardillo,Madrid,Comunidad de Madrid,Villanueva del Pardillo (Comunidad de Madrid),16690,"29,95805872",5,2014
Zafra,Badajoz,Extremadura,Zafra (Extremadura),16762,"29,82937597",5,2014
Brunete,Madrid,Comunidad de Madrid,Brunete (Comunidad de Madrid),10075,"29,77667494",3,2014
Llíria,València/Valencia,Comunidad Valenciana,Llíria (Comunidad Valenciana),23576,"29,6912114",7,2014
Sant Just Desvern,Barcelona,Cataluña,Sant Just Desvern (Cataluña),16859,"29,65774957",5,2014
Ciudad Rodrigo,Salamanca,Castilla y León,Ciudad Rodrigo (Castilla y León),13503,"29,62304673",4,2014
Ibi,Alacant/Alicante,Comunidad Valenciana,Ibi (Comunidad Valenciana),23634,"29,61834645",7,2014
Piélagos,Cantabria,Cantabria,Piélagos (Cantabria),23661,"29,58454841",7,2014
Totana,Murcia,Región de Murcia,Totana (Región de Murcia),30448,"29,5585917",9,2014
Alcantarilla,Murcia,Región de Murcia,Alcantarilla (Región de Murcia),40695,"29,48765205",12,2014
Motril,Granada,Andalucía,Motril (Andalucía),61194,"29,4146485",18,2014
Mungia,Bizkaia,País Vasco,Mungia (País Vasco),17022,"29,37375162",5,2014
Caudete,Albacete,Castilla La Mancha,Caudete (Castilla La Mancha),10250,"29,26829268",3,2014
Jaén,Jaén,Andalucía,Jaén (Andalucía),116176,"29,26594133",34,2014
Aguilar de la Frontera,Córdoba,Andalucía,Aguilar de la Frontera (Andalucía),13671,"29,25901543",4,2014
Manacor,Illes Balears,Illes Balears,Manacor (Illes Balears),41049,"29,23335526",12,2014
Mijas,Málaga,Andalucía,Mijas (Andalucía),85600,"29,20560748",25,2014
Bermeo,Bizkaia,País Vasco,Bermeo (País Vasco),17159,"29,13922723",5,2014
San Fernando de Henares,Madrid,Comunidad de Madrid,San Fernando de Henares (Comunidad de Madrid),41226,"29,10784456",12,2014
Barbastro,Huesca,Aragón,Barbastro (Aragón),17210,"29,05287623",5,2014
Catarroja,València/Valencia,Comunidad Valenciana,Catarroja (Comunidad Valenciana),27654,"28,92890721",8,2014
Gáldar,Las Palmas,Canarias,Gáldar (Canarias),24227,"28,89338342",7,2014
Fuenlabrada,Madrid,Comunidad de Madrid,Fuenlabrada (Comunidad de Madrid),197520,"28,85783718",57,2014
Mérida,Badajoz,Extremadura,Mérida (Extremadura),59049,"28,78964927",17,2014
Benissa,Alacant/Alicante,Comunidad Valenciana,Benissa (Comunidad Valenciana),13932,"28,71088142",4,2014
Parla,Madrid,Comunidad de Madrid,Parla (Comunidad de Madrid),125634,"28,65466355",36,2014
Tres Cantos,Madrid,Comunidad de Madrid,Tres Cantos (Comunidad de Madrid),41896,"28,64235249",12,2014
Arganda del Rey,Madrid,Comunidad de Madrid,Arganda del Rey (Comunidad de Madrid),55981,"28,58112574",16,2014
Gondomar,Pontevedra,Galicia,Gondomar (Galicia),14005,"28,56122813",4,2014
Calahorra,La Rioja,La Rioja,Calahorra (La Rioja),24509,"28,5609368",7,2014
"Barco de Valdeorras, O",Ourense,Galicia,"Barco de Valdeorras, O (Galicia)",14010,"28,55103498",4,2014
Cardedeu,Barcelona,Cataluña,Cardedeu (Cataluña),17533,"28,51765243",5,2014
Pilas,Sevilla,Andalucía,Pilas (Andalucía),14058,"28,45354958",4,2014
Sanxenxo,Pontevedra,Galicia,Sanxenxo (Galicia),17582,"28,43817541",5,2014
Paracuellos de Jarama,Madrid,Comunidad de Madrid,Paracuellos de Jarama (Comunidad de Madrid),21128,"28,39833396",6,2014
Sant Vicenç dels Horts,Barcelona,Cataluña,Sant Vicenç dels Horts (Cataluña),28181,"28,38792094",8,2014
Etxebarri,Bizkaia,País Vasco,Etxebarri (País Vasco),10572,"28,37684449",3,2014
Canet de Mar,Barcelona,Cataluña,Canet de Mar (Cataluña),14124,"28,32058907",4,2014
"Palma del Condado, La",Huelva,Andalucía,"Palma del Condado, La (Andalucía)",10597,"28,30989903",3,2014
Tomelloso,Ciudad Real,Castilla La Mancha,Tomelloso (Castilla La Mancha),38900,"28,27763496",11,2014
Paiporta,València/Valencia,Comunidad Valenciana,Paiporta (Comunidad Valenciana),24787,"28,24061",7,2014
Molins de Rei,Barcelona,Cataluña,Molins de Rei (Cataluña),24878,"28,13731007",7,2014
Sóller,Illes Balears,Illes Balears,Sóller (Illes Balears),14229,"28,11160306",4,2014
Lucena,Córdoba,Andalucía,Lucena (Andalucía),42754,"28,06754924",12,2014
San Fernando,Cádiz,Andalucía,San Fernando (Andalucía),96361,"28,0196345",27,2014
"Bañeza, La",León,Castilla y León,"Bañeza, La (Castilla y León)",10711,"28,0085893",3,2014
Sant Pere de Ribes,Barcelona,Cataluña,Sant Pere de Ribes (Cataluña),28730,"27,84545771",8,2014
Bétera,València/Valencia,Comunidad Valenciana,Bétera (Comunidad Valenciana),21566,"27,82157099",6,2014
"Bisbal d'Empordà, La",Girona,Cataluña,"Bisbal d'Empordà, La (Cataluña)",10793,"27,79579357",3,2014
Cantillana,Sevilla,Andalucía,Cantillana (Andalucía),10842,"27,67017156",3,2014
Puerto Lumbreras,Murcia,Región de Murcia,Puerto Lumbreras (Región de Murcia),14564,"27,46498215",4,2014
Boadilla del Monte,Madrid,Comunidad de Madrid,Boadilla del Monte (Comunidad de Madrid),47587,"27,31838527",13,2014
Alcaudete,Jaén,Andalucía,Alcaudete (Andalucía),11008,"27,25290698",3,2014
Ocaña,Toledo,Castilla La Mancha,Ocaña (Castilla La Mancha),11016,"27,23311547",3,2014
Jávea/Xàbia,Alacant/Alicante,Comunidad Valenciana,Jávea/Xàbia (Comunidad Valenciana),33149,"27,15014028",9,2014
Conil de la Frontera,Cádiz,Andalucía,Conil de la Frontera (Andalucía),22116,"27,12967987",6,2014
Torrox,Málaga,Andalucía,Torrox (Andalucía),18514,"27,00658961",5,2014
Madridejos,Toledo,Castilla La Mancha,Madridejos (Castilla La Mancha),11113,"26,99541078",3,2014
Cangas,Pontevedra,Galicia,Cangas (Galicia),26173,"26,74511902",7,2014
Benicarló,Castelló/Castellón,Comunidad Valenciana,Benicarló (Comunidad Valenciana),26491,"26,42406855",7,2014
Vic,Barcelona,Cataluña,Vic (Cataluña),41647,"26,41246668",11,2014
"Escorial, El",Madrid,Comunidad de Madrid,"Escorial, El (Comunidad de Madrid)",15197,"26,3209844",4,2014
Alhaurín de la Torre,Málaga,Andalucía,Alhaurín de la Torre (Andalucía),38067,"26,26947225",10,2014
"Franqueses del Vallès, Les",Barcelona,Cataluña,"Franqueses del Vallès, Les (Cataluña)",19074,"26,21369403",5,2014
"Viso del Alcor, El",Sevilla,Andalucía,"Viso del Alcor, El (Andalucía)",19099,"26,17938112",5,2014
Banyoles,Girona,Cataluña,Banyoles (Cataluña),19119,"26,1519954",5,2014
Almonte,Huelva,Andalucía,Almonte (Andalucía),22964,"26,12785229",6,2014
Santa Fe,Granada,Andalucía,Santa Fe (Andalucía),15323,"26,10454872",4,2014
Humanes de Madrid,Madrid,Comunidad de Madrid,Humanes de Madrid (Comunidad de Madrid),19248,"25,97672485",5,2014
Petrer,Alacant/Alicante,Comunidad Valenciana,Petrer (Comunidad Valenciana),34757,"25,89406451",9,2014
Villalbilla,Madrid,Comunidad de Madrid,Villalbilla (Comunidad de Madrid),11643,"25,76655501",3,2014
Yaiza,Las Palmas,Canarias,Yaiza (Canarias),15571,"25,68878043",4,2014
Aljaraque,Huelva,Andalucía,Aljaraque (Andalucía),19492,"25,65154935",5,2014
Almendralejo,Badajoz,Extremadura,Almendralejo (Extremadura),35101,"25,64029515",9,2014
"Nucia, la",Alacant/Alicante,Comunidad Valenciana,"Nucia, la (Comunidad Valenciana)",19524,"25,60950625",5,2014
Massamagrell,València/Valencia,Comunidad Valenciana,Massamagrell (Comunidad Valenciana),15628,"25,59508574",4,2014
Arcos de la Frontera,Cádiz,Andalucía,Arcos de la Frontera (Andalucía),31410,"25,46959567",8,2014
Vila-real,Castelló/Castellón,Comunidad Valenciana,Vila-real (Comunidad Valenciana),51180,"25,40054709",13,2014
Santomera,Murcia,Región de Murcia,Santomera (Región de Murcia),15793,"25,32767682",4,2014
Roquetas de Mar,Almería,Andalucía,Roquetas de Mar (Andalucía),87868,"25,03755633",22,2014
Alcúdia,Illes Balears,Illes Balears,Alcúdia (Illes Balears),20163,"24,79789714",5,2014
Montornès del Vallès,Barcelona,Cataluña,Montornès del Vallès (Cataluña),16150,"24,76780186",4,2014
Jódar,Jaén,Andalucía,Jódar (Andalucía),12155,"24,68120115",3,2014
Galapagar,Madrid,Comunidad de Madrid,Galapagar (Comunidad de Madrid),32523,"24,59797682",8,2014
Baeza,Jaén,Andalucía,Baeza (Andalucía),16302,"24,53686664",4,2014
Ayamonte,Huelva,Andalucía,Ayamonte (Andalucía),20406,"24,50259728",5,2014
Tías,Las Palmas,Canarias,Tías (Canarias),20451,"24,44868222",5,2014
Bullas,Murcia,Región de Murcia,Bullas (Región de Murcia),12288,"24,4140625",3,2014
Alcalá de Guadaíra,Sevilla,Andalucía,Alcalá de Guadaíra (Andalucía),73876,"24,36515242",18,2014
Guía de Isora,Santa Cruz de Tenerife,Canarias,Guía de Isora (Canarias),20537,"24,3463018",5,2014
"Ejido, El",Almería,Andalucía,"Ejido, El (Andalucía)",82983,"24,10132196",20,2014
Puerto Real,Cádiz,Andalucía,Puerto Real (Andalucía),41537,"24,07492115",10,2014
Santiago del Teide,Santa Cruz de Tenerife,Canarias,Santiago del Teide (Canarias),12634,"23,74544879",3,2014
Moguer,Huelva,Andalucía,Moguer (Andalucía),21209,"23,57489745",5,2014
Colmenar Viejo,Madrid,Comunidad de Madrid,Colmenar Viejo (Comunidad de Madrid),46955,"23,42668512",11,2014
Pinos Puente,Granada,Andalucía,Pinos Puente (Andalucía),12903,"23,25040688",3,2014
Meco,Madrid,Comunidad de Madrid,Meco (Comunidad de Madrid),12925,"23,21083172",3,2014
Benalmádena,Málaga,Andalucía,Benalmádena (Andalucía),69002,"23,18773369",16,2014
Agüimes,Las Palmas,Canarias,Agüimes (Canarias),30214,"23,16806778",7,2014
San Agustín del Guadalix,Madrid,Comunidad de Madrid,San Agustín del Guadalix (Comunidad de Madrid),12955,"23,15708221",3,2014
Castilleja de la Cuesta,Sevilla,Andalucía,Castilleja de la Cuesta (Andalucía),17474,"22,89115257",4,2014
Villarrobledo,Albacete,Castilla La Mancha,Villarrobledo (Castilla La Mancha),26513,"22,63040772",6,2014
Villafranca de los Barros,Badajoz,Extremadura,Villafranca de los Barros (Extremadura),13378,"22,42487666",3,2014
Ogíjares,Granada,Andalucía,Ogíjares (Andalucía),13598,"22,06206795",3,2014
Mejorada del Campo,Madrid,Comunidad de Madrid,Mejorada del Campo (Comunidad de Madrid),23048,"21,6938563",5,2014
"Carlota, La",Córdoba,Andalucía,"Carlota, La (Andalucía)",13903,"21,57807667",3,2014
Rincón de la Victoria,Málaga,Andalucía,Rincón de la Victoria (Andalucía),41827,"21,51720181",9,2014
Sant Antoni de Portmany,Illes Balears,Illes Balears,Sant Antoni de Portmany (Illes Balears),23314,"21,44634125",5,2014
Villanueva de la Cañada,Madrid,Comunidad de Madrid,Villanueva de la Cañada (Comunidad de Madrid),18734,"21,35155333",4,2014
Silla,València/Valencia,Comunidad Valenciana,Silla (Comunidad Valenciana),18834,"21,23818626",4,2014
Montilla,Córdoba,Andalucía,Montilla (Andalucía),23752,"21,05085888",5,2014
Manzanares,Ciudad Real,Castilla La Mancha,Manzanares (Castilla La Mancha),19118,"20,92269066",4,2014
Cambrils,Tarragona,Cataluña,Cambrils (Cataluña),33775,"20,7253886",7,2014
Azpeitia,Gipuzkoa,País Vasco,Azpeitia (País Vasco),14509,"20,67682128",3,2014
Sant Quirze del Vallès,Barcelona,Cataluña,Sant Quirze del Vallès (Cataluña),19408,"20,61005771",4,2014
Sitges,Barcelona,Cataluña,Sitges (Cataluña),29140,"20,59025395",6,2014
Lliçà d'Amunt,Barcelona,Cataluña,Lliçà d'Amunt (Cataluña),14659,"20,4652432",3,2014
Molina de Segura,Murcia,Región de Murcia,Molina de Segura (Región de Murcia),68450,"20,45288532",14,2014
Santa Marta de Tormes,Salamanca,Castilla y León,Santa Marta de Tormes (Castilla y León),15032,"19,95742416",3,2014
Marratxí,Illes Balears,Illes Balears,Marratxí (Illes Balears),35258,"19,85365024",7,2014
Azuqueca de Henares,Guadalajara,Castilla La Mancha,Azuqueca de Henares (Castilla La Mancha),35397,"19,77568721",7,2014
Seseña,Toledo,Castilla La Mancha,Seseña (Castilla La Mancha),20578,"19,43823501",4,2014
Caravaca de la Cruz,Murcia,Región de Murcia,Caravaca de la Cruz (Región de Murcia),26024,"19,21303412",5,2014
Loja,Granada,Andalucía,Loja (Andalucía),21135,"18,92595221",4,2014
Tarancón,Cuenca,Castilla La Mancha,Tarancón (Castilla La Mancha),16071,"18,66716446",3,2014
Castell-Platja d'Aro,Girona,Cataluña,Castell-Platja d'Aro (Cataluña),10765,"18,57872736",2,2014
"Roda, La",Albacete,Castilla La Mancha,"Roda, La (Castilla La Mancha)",16398,"18,29491401",3,2014
Lebrija,Sevilla,Andalucía,Lebrija (Andalucía),27395,"18,25150575",5,2014
Ceutí,Murcia,Región de Murcia,Ceutí (Región de Murcia),10967,"18,23652777",2,2014
Valdemoro,Madrid,Comunidad de Madrid,Valdemoro (Comunidad de Madrid),71578,"18,16200509",13,2014
Montgat,Barcelona,Cataluña,Montgat (Cataluña),11055,"18,09136137",2,2014
Tàrrega,Lleida,Cataluña,Tàrrega (Cataluña),16670,"17,99640072",3,2014
Son Servera,Illes Balears,Illes Balears,Son Servera (Illes Balears),11146,"17,94365692",2,2014
San Bartolomé de Tirajana,Las Palmas,Canarias,San Bartolomé de Tirajana (Canarias),56698,"17,63730643",10,2014
Sant Celoni,Barcelona,Cataluña,Sant Celoni (Cataluña),17286,"17,35508504",3,2014
Sonseca,Toledo,Castilla La Mancha,Sonseca (Castilla La Mancha),11626,"17,20282126",2,2014
Antigua,Las Palmas,Canarias,Antigua (Canarias),11629,"17,19838335",2,2014
Castellar del Vallès,Barcelona,Cataluña,Castellar del Vallès (Cataluña),23455,"17,05393306",4,2014
Benifaió,València/Valencia,Comunidad Valenciana,Benifaió (Comunidad Valenciana),11830,"16,90617075",2,2014
Callosa de Segura,Alacant/Alicante,Comunidad Valenciana,Callosa de Segura (Comunidad Valenciana),17992,"16,67407737",3,2014
Albolote,Granada,Andalucía,Albolote (Andalucía),18082,"16,59108506",3,2014
Salt,Girona,Cataluña,Salt (Cataluña),30247,"16,53056501",5,2014
Vícar,Almería,Andalucía,Vícar (Andalucía),24233,"16,50641687",4,2014
Moralzarzal,Madrid,Comunidad de Madrid,Moralzarzal (Comunidad de Madrid),12168,"16,4365549",2,2014
Velilla de San Antonio,Madrid,Comunidad de Madrid,Velilla de San Antonio (Comunidad de Madrid),12246,"16,33186347",2,2014
Egüés,Navarra,Navarra,Egüés (Navarra),18414,"16,29195178",3,2014
San Lorenzo de El Escorial,Madrid,Comunidad de Madrid,San Lorenzo de El Escorial (Comunidad de Madrid),18495,"16,22060016",3,2014
Adeje,Santa Cruz de Tenerife,Canarias,Adeje (Canarias),49387,"16,19859477",8,2014
Salobreña,Granada,Andalucía,Salobreña (Andalucía),12509,"15,98848829",2,2014
Guadix,Granada,Andalucía,Guadix (Andalucía),18884,"15,88646473",3,2014
Illescas,Toledo,Castilla La Mancha,Illescas (Castilla La Mancha),25382,"15,75919943",4,2014
Valverde del Camino,Huelva,Andalucía,Valverde del Camino (Andalucía),12766,"15,66661444",2,2014
Figueres,Girona,Cataluña,Figueres (Cataluña),45123,"15,51315294",7,2014
Coria,Cáceres,Extremadura,Coria (Extremadura),13010,"15,37279016",2,2014
Rivas-Vaciamadrid,Madrid,Comunidad de Madrid,Rivas-Vaciamadrid (Comunidad de Madrid),78133,"15,3584273",12,2014
San Martín de la Vega,Madrid,Comunidad de Madrid,San Martín de la Vega (Comunidad de Madrid),19672,"15,25010167",3,2014
Socuéllamos,Ciudad Real,Castilla La Mancha,Socuéllamos (Castilla La Mancha),13155,"15,20334474",2,2014
Jaca,Huesca,Aragón,Jaca (Aragón),13221,"15,12744876",2,2014
Sanlúcar la Mayor,Sevilla,Andalucía,Sanlúcar la Mayor (Andalucía),13498,"14,81700993",2,2014
Teguise,Las Palmas,Canarias,Teguise (Canarias),21152,"14,18305598",3,2014
Santa Úrsula,Santa Cruz de Tenerife,Canarias,Santa Úrsula (Canarias),14545,"13,7504297",2,2014
Torre del Campo,Jaén,Andalucía,Torre del Campo (Andalucía),14729,"13,57865436",2,2014
Mollerussa,Lleida,Cataluña,Mollerussa (Cataluña),14959,"13,36987767",2,2014
Chiva,València/Valencia,Comunidad Valenciana,Chiva (Comunidad Valenciana),15204,"13,15443304",2,2014
Mos,Pontevedra,Galicia,Mos (Galicia),15367,"13,01490206",2,2014
Vera,Almería,Andalucía,Vera (Andalucía),15424,"12,96680498",2,2014
San Andrés del Rabanedo,León,Castilla y León,San Andrés del Rabanedo (Castilla y León),31862,"12,55413973",4,2014
"Solana, La",Ciudad Real,Castilla La Mancha,"Solana, La (Castilla La Mancha)",16113,"12,41233786",2,2014
Arroyomolinos,Madrid,Comunidad de Madrid,Arroyomolinos (Comunidad de Madrid),24313,"12,33907786",3,2014
Tomares,Sevilla,Andalucía,Tomares (Andalucía),24346,"12,32235275",3,2014
Mairena del Aljarafe,Sevilla,Andalucía,Mairena del Aljarafe (Andalucía),43305,"11,54601085",5,2014
"Zubia, La",Granada,Andalucía,"Zubia, La (Andalucía)",18595,"10,75557946",2,2014
Níjar,Almería,Andalucía,Níjar (Andalucía),28245,"10,62134891",3,2014
Villacañas,Toledo,Castilla La Mancha,Villacañas (Castilla La Mancha),10162,"9,840582563",1,2014
Bormujos,Sevilla,Andalucía,Bormujos (Andalucía),20681,"9,670712248",2,2014
Pájara,Las Palmas,Canarias,Pájara (Canarias),20931,"9,555205198",2,2014
Yuncos,Toledo,Castilla La Mancha,Yuncos (Castilla La Mancha),10773,"9,282465423",1,2014
Formentera,Illes Balears,Illes Balears,Formentera (Illes Balears),11374,"8,791981713",1,2014
"Casar, El",Guadalajara,Castilla La Mancha,"Casar, El (Castilla La Mancha)",11635,"8,594757198",1,2014
Santa Cruz de Bezana,Cantabria,Cantabria,Santa Cruz de Bezana (Cantabria),12369,"8,084727949",1,2014
