pais,fecha,pais_esp,lat,long,var_casos
Uruguay,2020-06-19,Uruguay,-32.8,-56.012,3
Uzbekistan,2020-06-19,Uzbekistán,41.75,63.17,179
Venezuela,2020-06-19,Venezuela,7.125,-66.166,108
Vietnam,2020-06-19,Vietnam,21.491,105.314,7
Yemen,2020-06-19,Yemen,15.807,48.355,10
Djibouti,2020-06-19,Yibuti,11.9,42.516,8
Zambia,2020-06-19,Zambia,-14.614,26.32,14
Zimbabwe,2020-06-19,Zimbabue,-19,29.872,16
Cabo Verde,2020-06-19,NA,NA,NA,25
Cote d'Ivoire,2020-06-19,NA,NA,NA,430
South Sudan,2020-06-19,NA,NA,NA,34
West Bank and Gaza,2020-06-19,NA,NA,NA,75
Afghanistan,2020-06-20,Afganistán,33.677,65.216,546
Albania,2020-06-20,Albania,41.143,20.068,53
Germany,2020-06-20,Alemania,51.11,9.851,371
Angola,2020-06-20,Angola,-12.296,17.544,4
Saudi Arabia,2020-06-20,Arabia Saudí,24.023,44.585,3941
Algeria,2020-06-20,Argelia,28.163,2.632,127
Argentina,2020-06-20,Argentina,-35.377,-65.167,1634
Armenia,2020-06-20,Armenia,40.534,44.563,551
Australia,2020-06-20,Australia,-24.973,136.189,50
Austria,2020-06-20,Austria,47.683,14.912,52
Azerbaijan,2020-06-20,Azerbaiyán,40.43,47.395,471
Bahrain,2020-06-20,Bahrein,26.019,50.562,415
Bangladesh,2020-06-20,Bangladesh,24.218,89.941,3240
Belgium,2020-06-20,Bélgica,50.643,4.664,74
Belarus,2020-06-20,Bielorrusia,53.54,28.047,603
Bolivia,2020-06-20,Bolivia,-16.715,-64.671,1036
Bulgaria,2020-06-20,Bulgaria,42.761,25.231,117
Burkina Faso,2020-06-20,Burkina Faso,12.278,-1.74,1
Cameroon,2020-06-20,Camerún,5.133,12.277,972
Canada,2020-06-20,Canadá,59.081,-109.433,448
Chile,2020-06-20,Chile,-23.389,-69.433,5355
China,2020-06-20,China,33.42,106.514,59
Colombia,2020-06-20,Colombia,3.9,-73.076,3067
Comoros,2020-06-20,Comoras,-11.758,43.337,37
Congo (Kinshasa),2020-06-20,Congo (Kinshasa),-2.876,23.654,195
"Korea, South",2020-06-20,Corea del Sur,36.504,128.103,48
Costa Rica,2020-06-20,Costa Rica,9.971,-83.946,69
Croatia,2020-06-20,Croacia,45.723,16.693,19
Cuba,2020-06-20,Cuba,21.297,-77.781,4
Egypt,2020-06-20,Egipto,26.494,29.872,1547
El Salvador,2020-06-20,El Salvador,13.736,-88.866,146
United Arab Emirates,2020-06-20,Emiratos Árabes Unidos,23.549,54.163,388
Eritrea,2020-06-20,Eritrea,16.045,38.219,1
Slovakia,2020-06-20,Eslovaquia,48.707,19.491,10
Slovenia,2020-06-20,Eslovenia,46.124,14.827,6
Spain,2020-06-20,España,40.227,-3.649,363
US,2020-06-20,Estados Unidos,39.622,-98.606,32307
Estonia,2020-06-20,Estonia,58.674,25.793,2
Eswatini,2020-06-20,Esuatini,-26.632018,31.5038,4
Ethiopia,2020-06-20,Etiopía,8.626,39.616,399
Philippines,2020-06-20,Filipinas,11.118,122.466,941
Finland,2020-06-20,Finlandia,64.504,26.272,9
France,2020-06-20,Francia,46.565,2.55,641
Gambia,2020-06-20,Gambia,13.453,-15.386,1
Georgia,2020-06-20,Georgia,42.176,43.518,2
Ghana,2020-06-20,Ghana,7.96,-1.207,514
Greece,2020-06-20,Grecia,39.666,21.766,19
Guatemala,2020-06-20,Guatemala,15.256,-90.398,246
Guinea,2020-06-20,Guinea,10.439,-10.942,56
Haiti,2020-06-20,Haití,19.142,-72.278,97
Honduras,2020-06-20,Honduras,14.819,-86.863,1048
Hungary,2020-06-20,Hungría,47.07,19.134,5
India,2020-06-20,India,21,78.5,15413
Indonesia,2020-06-20,Indonesia,-0.976,114.252,1226
Iraq,2020-06-20,Irak,33.048,43.772,1870
Iran,2020-06-20,Irán,32.565,54.301,2322
Ireland,2020-06-20,Irlanda,53.177,-8.152,6
Iceland,2020-06-20,Islandia,64.764,-18.48,3
Israel,2020-06-20,Israel,31.026,34.851,294
Italy,2020-06-20,Italia,42.7,12.8,264
Jamaica,2020-06-20,Jamaica,18.151,-77.32,5
Japan,2020-06-20,Japón,36.491,139.068,67
Jordan,2020-06-20,Jordania,30.703,36.319,7
Kazakhstan,2020-06-20,Kazajistán,48.16,67.301,446
Kenya,2020-06-20,Kenia,0.53,37.858,104
Kyrgyzstan,2020-06-20,Kirguistán,41.465,74.555,192
Kuwait,2020-06-20,Kuwait,29.476,47.376,467
Latvia,2020-06-20,Letonia,56.858,25.641,1
Lebanon,2020-06-20,Líbano,33.92,35.888,26
Liberia,2020-06-20,Liberia,6.682,-9.657,20
Libya,2020-06-20,Libia,27.044,18.023,24
Lithuania,2020-06-20,Lituania,55.336,23.897,3
Luxembourg,2020-06-20,Luxemburgo,49.771,6.088,6
North Macedonia,2020-06-20,Macedonia del Norte,41.6,21.698,185
Madagascar,2020-06-20,Madagascar,-19.374,46.706,60
Malaysia,2020-06-20,Malasia,4.201,102.195,21
Maldives,2020-06-20,Maldivas,3.548,72.92,37
Mali,2020-06-20,Mali,17.35,-3.524,10
Malta,2020-06-20,Malta,35.89,14.442,1
Morocco,2020-06-20,Marruecos,32.706,-5.758,226
Mauritania,2020-06-20,Mauritania,20.26,-10.332,192
Mexico,2020-06-20,México,23.951,-102.535,4717
Moldova,2020-06-20,Moldavia,47.193,28.599,397
Mongolia,2020-06-20,Mongolia,46.056,102.876,2
Montenegro,2020-06-20,Montenegro,42.792,19.254,4
Mozambique,2020-06-20,Mozambique,-14.422,37.923,20
Namibia,2020-06-20,Namibia,-22.133,17.218,1
Nepal,2020-06-20,Nepal,28.253,83.939,331
Niger,2020-06-20,Níger,17.426,9.398,15
Nigeria,2020-06-20,Nigeria,9.594,8.105,661
Norway,2020-06-20,Noruega,61.152,8.74,16
New Zealand,2020-06-20,Nueva Zelanda,-42.634,172.235,2
Oman,2020-06-20,Omán,21.656,57.407,896
Netherlands,2020-06-20,Países Bajos,52.077,5.389,76
Pakistan,2020-06-20,Pakistán,29.967,69.386,4951
Panama,2020-06-20,Panamá,8.384,-80.92,948
Paraguay,2020-06-20,Paraguay,-23.236,-58.391,26
Peru,2020-06-20,Perú,-9.326,-75.552,6950
Poland,2020-06-20,Polonia,52.125,19.401,304
Portugal,2020-06-20,Portugal,40.309,-8.058,377
Qatar,2020-06-20,Qatar,25.316,51.191,1026
United Kingdom,2020-06-20,Reino Unido,53,-1.6,1295
Central African Republic,2020-06-20,República Centroafricana,6.571,20.483,81
Czechia,2020-06-20,República Checa,49.743,15.338,42
Dominican Republic,2020-06-20,República Dominicana,19.015,-70.729,710
Rwanda,2020-06-20,Ruanda,-1.998,29.917,41
Romania,2020-06-20,Rumanía,45.844,24.969,330
Russia,2020-06-20,Rusia,61.988,96.689,7870
Sao Tome and Principe,2020-06-20,Santo Tomé y Príncipe,0.201,6.629,5
Senegal,2020-06-20,Senegal,15.013,-14.881,144
Serbia,2020-06-20,Serbia,44.032,20.806,94
Sierra Leone,2020-06-20,Sierra Leona,8.56,-11.792,11
Singapore,2020-06-20,Singapur,1.351,103.808,218
Somalia,2020-06-20,Somalia,9.774,48.316,36
South Africa,2020-06-20,Sudáfrica,-30.558,23.121,4966
Sudan,2020-06-20,Sudán,13.832,30.05,264
Switzerland,2020-06-20,Suiza,46.861,7.908,8
Suriname,2020-06-20,Surinam,4.127,-55.912,10
Thailand,2020-06-20,Tailandia,15.7,100.844,1
Tajikistan,2020-06-20,Tayikistán,38.665,69.42,61
Togo,2020-06-20,Togo,8.799,1.081,6
Tunisia,2020-06-20,Túnez,35.383,9.596,10
Turkey,2020-06-20,Turquía,39.061,35.179,1248
Ukraine,2020-06-20,Ucrania,49.016,31.388,860
Uganda,2020-06-20,Uganda,1.28,32.386,8
Uruguay,2020-06-20,Uruguay,-32.8,-56.012,6
Uzbekistan,2020-06-20,Uzbekistán,41.75,63.17,207
Venezuela,2020-06-20,Venezuela,7.125,-66.166,198
Yemen,2020-06-20,Yemen,15.807,48.355,3
Burma,2020-06-20,NA,NA,NA,1
Cabo Verde,2020-06-20,NA,NA,NA,15
Cote d'Ivoire,2020-06-20,NA,NA,NA,402
South Sudan,2020-06-20,NA,NA,NA,18
Syria,2020-06-20,NA,NA,NA,11
West Bank and Gaza,2020-06-20,NA,NA,NA,109
Afghanistan,2020-06-21,Afganistán,33.677,65.216,409
Albania,2020-06-21,Albania,41.143,20.068,71
Germany,2020-06-21,Alemania,51.11,9.851,602
Angola,2020-06-21,Angola,-12.296,17.544,7
Saudi Arabia,2020-06-21,Arabia Saudí,24.023,44.585,3379
Algeria,2020-06-21,Argelia,28.163,2.632,140
Argentina,2020-06-21,Argentina,-35.377,-65.167,1581
Armenia,2020-06-21,Armenia,40.534,44.563,560
Australia,2020-06-21,Australia,-24.973,136.189,13
Austria,2020-06-21,Austria,47.683,14.912,18
Azerbaijan,2020-06-21,Azerbaiyán,40.43,47.395,491
Bahrain,2020-06-21,Bahrein,26.019,50.562,433
Bangladesh,2020-06-21,Bangladesh,24.218,89.941,3531
Benin,2020-06-21,Benín,10.541,2.469,115
Belarus,2020-06-21,Bielorrusia,53.54,28.047,569
Bolivia,2020-06-21,Bolivia,-16.715,-64.671,876
Brazil,2020-06-21,Brasil,-10.772,-53.089,52125
Bulgaria,2020-06-21,Bulgaria,42.761,25.231,33
Burkina Faso,2020-06-21,Burkina Faso,12.278,-1.74,2
Burundi,2020-06-21,Burundi,-3.356,29.887,40
Cameroon,2020-06-21,Camerún,5.133,12.277,282
Canada,2020-06-21,Canadá,59.081,-109.433,316
Chile,2020-06-21,Chile,-23.389,-69.433,5607
China,2020-06-21,China,33.42,106.514,19
Cyprus,2020-06-21,Chipre,35.043,33.219,1
Colombia,2020-06-21,Colombia,3.9,-73.076,5382
Congo (Kinshasa),2020-06-21,Congo (Kinshasa),-2.876,23.654,154
"Korea, South",2020-06-21,Corea del Sur,36.504,128.103,17
Costa Rica,2020-06-21,Costa Rica,9.971,-83.946,86
Croatia,2020-06-21,Croacia,45.723,16.693,18
Cuba,2020-06-21,Cuba,21.297,-77.781,3
Ecuador,2020-06-21,Ecuador,-1.385,-78.497,909
Egypt,2020-06-21,Egipto,26.494,29.872,1475
El Salvador,2020-06-21,El Salvador,13.736,-88.866,151
United Arab Emirates,2020-06-21,Emiratos Árabes Unidos,23.549,54.163,392
Slovakia,2020-06-21,Eslovaquia,48.707,19.491,1
Slovenia,2020-06-21,Eslovenia,46.124,14.827,1
Spain,2020-06-21,España,40.227,-3.649,334
US,2020-06-21,Estados Unidos,39.622,-98.606,24760
Eswatini,2020-06-21,Esuatini,-26.632018,31.5038,8
Ethiopia,2020-06-21,Etiopía,8.626,39.616,63
Philippines,2020-06-21,Filipinas,11.118,122.466,652
Finland,2020-06-21,Finlandia,64.504,26.272,1
France,2020-06-21,Francia,46.565,2.55,284
Georgia,2020-06-21,Georgia,42.176,43.518,8
Ghana,2020-06-21,Ghana,7.96,-1.207,437
Greece,2020-06-21,Grecia,39.666,21.766,10
Guatemala,2020-06-21,Guatemala,15.256,-90.398,390
Guinea,2020-06-21,Guinea,10.439,-10.942,28
Guyana,2020-06-21,Guyana,4.792,-58.974,1
Honduras,2020-06-21,Honduras,14.819,-86.863,463
Hungary,2020-06-21,Hungría,47.07,19.134,8
India,2020-06-21,India,21,78.5,14821
Indonesia,2020-06-21,Indonesia,-0.976,114.252,862
Iraq,2020-06-21,Irak,33.048,43.772,1646
Iran,2020-06-21,Irán,32.565,54.301,2368
Ireland,2020-06-21,Irlanda,53.177,-8.152,5
Iceland,2020-06-21,Islandia,64.764,-18.48,1
Israel,2020-06-21,Israel,31.026,34.851,145
Italy,2020-06-21,Italia,42.7,12.8,224
Jamaica,2020-06-21,Jamaica,18.151,-77.32,2
Japan,2020-06-21,Japón,36.491,139.068,55
Jordan,2020-06-21,Jordania,30.703,36.319,18
Kazakhstan,2020-06-21,Kazajistán,48.16,67.301,507
Kenya,2020-06-21,Kenia,0.53,37.858,260
Kyrgyzstan,2020-06-21,Kirguistán,41.465,74.555,375
Kuwait,2020-06-21,Kuwait,29.476,47.376,505
Lebanon,2020-06-21,Líbano,33.92,35.888,51
Liberia,2020-06-21,Liberia,6.682,-9.657,25
Libya,2020-06-21,Libia,27.044,18.023,27
Lithuania,2020-06-21,Lituania,55.336,23.897,3
Luxembourg,2020-06-21,Luxemburgo,49.771,6.088,15
North Macedonia,2020-06-21,Macedonia del Norte,41.6,21.698,101
Madagascar,2020-06-21,Madagascar,-19.374,46.706,93
Malaysia,2020-06-21,Malasia,4.201,102.195,16
Malawi,2020-06-21,Malaui,-13.4,33.808,110
Maldives,2020-06-21,Maldivas,3.548,72.92,16
Malta,2020-06-21,Malta,35.89,14.442,1
Morocco,2020-06-21,Marruecos,32.706,-5.758,138
Mauritania,2020-06-21,Mauritania,20.26,-10.332,171
Mexico,2020-06-21,México,23.951,-102.535,5343
Moldova,2020-06-21,Moldavia,47.193,28.599,247
Monaco,2020-06-21,Mónaco,43.75,7.412,1
Mongolia,2020-06-21,Mongolia,46.056,102.876,7
Montenegro,2020-06-21,Montenegro,42.792,19.254,3
Mozambique,2020-06-21,Mozambique,-14.422,37.923,45
Namibia,2020-06-21,Namibia,-22.133,17.218,9
Nepal,2020-06-21,Nepal,28.253,83.939,421
Niger,2020-06-21,Níger,17.426,9.398,1
Nigeria,2020-06-21,Nigeria,9.594,8.105,436
Norway,2020-06-21,Noruega,61.152,8.74,3
New Zealand,2020-06-21,Nueva Zelanda,-42.634,172.235,2
Oman,2020-06-21,Omán,21.656,57.407,905
Netherlands,2020-06-21,Países Bajos,52.077,5.389,91
Pakistan,2020-06-21,Pakistán,29.967,69.386,4471
Panama,2020-06-21,Panamá,8.384,-80.92,808
Paraguay,2020-06-21,Paraguay,-23.236,-58.391,17
Poland,2020-06-21,Polonia,52.125,19.401,311
Portugal,2020-06-21,Portugal,40.309,-8.058,292
Qatar,2020-06-21,Qatar,25.316,51.191,881
United Kingdom,2020-06-21,Reino Unido,53,-1.6,1223
Central African Republic,2020-06-21,República Centroafricana,6.571,20.483,122
Czechia,2020-06-21,República Checa,49.743,15.338,50
Dominican Republic,2020-06-21,República Dominicana,19.015,-70.729,899
Rwanda,2020-06-21,Ruanda,-1.998,29.917,26
Romania,2020-06-21,Rumanía,45.844,24.969,315
Russia,2020-06-21,Rusia,61.988,96.689,7717
Senegal,2020-06-21,Senegal,15.013,-14.881,105
Serbia,2020-06-21,Serbia,44.032,20.806,91
Sierra Leone,2020-06-21,Sierra Leona,8.56,-11.792,18
Singapore,2020-06-21,Singapur,1.351,103.808,262
Somalia,2020-06-21,Somalia,9.774,48.316,24
South Africa,2020-06-21,Sudáfrica,-30.558,23.121,4621
Switzerland,2020-06-21,Suiza,46.861,7.908,49
Suriname,2020-06-21,Surinam,4.127,-55.912,11
Thailand,2020-06-21,Tailandia,15.7,100.844,1
Tajikistan,2020-06-21,Tayikistán,38.665,69.42,58
Togo,2020-06-21,Togo,8.799,1.081,8
Tunisia,2020-06-21,Túnez,35.383,9.596,1
Turkey,2020-06-21,Turquía,39.061,35.179,1192
Ukraine,2020-06-21,Ucrania,49.016,31.388,746
Uganda,2020-06-21,Uganda,1.28,32.386,7
Uruguay,2020-06-21,Uruguay,-32.8,-56.012,17
Uzbekistan,2020-06-21,Uzbekistán,41.75,63.17,162
Venezuela,2020-06-21,Venezuela,7.125,-66.166,128
Yemen,2020-06-21,Yemen,15.807,48.355,19
Djibouti,2020-06-21,Yibuti,11.9,42.516,17
Zimbabwe,2020-06-21,Zimbabue,-19,29.872,10
Burma,2020-06-21,NA,NA,NA,3
Cabo Verde,2020-06-21,NA,NA,NA,27
Cote d'Ivoire,2020-06-21,NA,NA,NA,216
South Sudan,2020-06-21,NA,NA,NA,10
Syria,2020-06-21,NA,NA,NA,6
West Bank and Gaza,2020-06-21,NA,NA,NA,49
Afghanistan,2020-06-22,Afganistán,33.677,65.216,324
Albania,2020-06-22,Albania,41.143,20.068,33
Germany,2020-06-22,Alemania,51.11,9.851,496
Angola,2020-06-22,Angola,-12.296,17.544,3
Saudi Arabia,2020-06-22,Arabia Saudí,24.023,44.585,3393
Algeria,2020-06-22,Argelia,28.163,2.632,149
Argentina,2020-06-22,Argentina,-35.377,-65.167,2146
Armenia,2020-06-22,Armenia,40.534,44.563,320
Australia,2020-06-22,Australia,-24.973,136.189,18
Austria,2020-06-22,Austria,47.683,14.912,39
Azerbaijan,2020-06-22,Azerbaiyán,40.43,47.395,478
Bahrain,2020-06-22,Bahrein,26.019,50.562,643
Bangladesh,2020-06-22,Bangladesh,24.218,89.941,3480
Belize,2020-06-22,Belice,17.219,-88.602,1
Benin,2020-06-22,Benín,10.541,2.469,42
Belarus,2020-06-22,Bielorrusia,53.54,28.047,518
Bolivia,2020-06-22,Bolivia,-16.715,-64.671,1105
Bosnia and Herzegovina,2020-06-22,Bosnia-Herzegovina,44.169,17.786,252
Brazil,2020-06-22,Brasil,-10.772,-53.089,21432
Bulgaria,2020-06-22,Bulgaria,42.761,25.231,79
Cambodia,2020-06-22,Camboya,12.714,104.564,1
Cameroon,2020-06-22,Camerún,5.133,12.277,149
Canada,2020-06-22,Canadá,59.081,-109.433,340
Chile,2020-06-22,Chile,-23.389,-69.433,4608
China,2020-06-22,China,33.42,106.514,52
Cyprus,2020-06-22,Chipre,35.043,33.219,2
Colombia,2020-06-22,Colombia,3.9,-73.076,2531
Congo (Brazzaville),2020-06-22,Congo (Brazzaville),-0.055,15.986,204
Congo (Kinshasa),2020-06-22,Congo (Kinshasa),-2.876,23.654,98
"Korea, South",2020-06-22,Corea del Sur,36.504,128.103,46
Costa Rica,2020-06-22,Costa Rica,9.971,-83.946,64
Croatia,2020-06-22,Croacia,45.723,16.693,19
Cuba,2020-06-22,Cuba,21.297,-77.781,3
Denmark,2020-06-22,Dinamarca,56.058,9.264,136
Egypt,2020-06-22,Egipto,26.494,29.872,1576
El Salvador,2020-06-22,El Salvador,13.736,-88.866,182
United Arab Emirates,2020-06-22,Emiratos Árabes Unidos,23.549,54.163,378
Slovakia,2020-06-22,Eslovaquia,48.707,19.491,1
Slovenia,2020-06-22,Eslovenia,46.124,14.827,1
Spain,2020-06-22,España,40.227,-3.649,232
US,2020-06-22,Estados Unidos,39.622,-98.606,31010
Eswatini,2020-06-22,Esuatini,-26.632018,31.5038,8
Ethiopia,2020-06-22,Etiopía,8.626,39.616,131
Philippines,2020-06-22,Filipinas,11.118,122.466,630
Finland,2020-06-22,Finlandia,64.504,26.272,1
France,2020-06-22,Francia,46.565,2.55,373
Gabon,2020-06-22,Gabón,-0.591,11.797,311
Gambia,2020-06-22,Gambia,13.453,-15.386,4
Georgia,2020-06-22,Georgia,42.176,43.518,2
Greece,2020-06-22,Grecia,39.666,21.766,21
Guatemala,2020-06-22,Guatemala,15.256,-90.398,624
Guinea-Bissau,2020-06-22,Guinea-Bisáu,12.125,-14.651,15
Guyana,2020-06-22,Guyana,4.792,-58.974,21
Haiti,2020-06-22,Haití,19.142,-72.278,134
Honduras,2020-06-22,Honduras,14.819,-86.863,587
Hungary,2020-06-22,Hungría,47.07,19.134,8
India,2020-06-22,India,21,78.5,14933
Indonesia,2020-06-22,Indonesia,-0.976,114.252,954
Iraq,2020-06-22,Irak,33.048,43.772,1808
Iran,2020-06-22,Irán,32.565,54.301,2573
Ireland,2020-06-22,Irlanda,53.177,-8.152,4
Israel,2020-06-22,Israel,31.026,34.851,304
Italy,2020-06-22,Italia,42.7,12.8,221
Jamaica,2020-06-22,Jamaica,18.151,-77.32,6
Japan,2020-06-22,Japón,36.491,139.068,40
Jordan,2020-06-22,Jordania,30.703,36.319,9
Kazakhstan,2020-06-22,Kazajistán,48.16,67.301,499
Kenya,2020-06-22,Kenia,0.53,37.858,59
Kosovo,2020-06-22,Kosovo,42.516245,20.87686,683
Kuwait,2020-06-22,Kuwait,29.476,47.376,641
Lesotho,2020-06-22,Lesotho,-29.581,28.243,8
Lebanon,2020-06-22,Líbano,33.92,35.888,16
Liberia,2020-06-22,Liberia,6.682,-9.657,24
Libya,2020-06-22,Libia,27.044,18.023,24
Liechtenstein,2020-06-22,Liechtenstein,47.153,9.555,1
Lithuania,2020-06-22,Lituania,55.336,23.897,3
Luxembourg,2020-06-22,Luxemburgo,49.771,6.088,1
North Macedonia,2020-06-22,Macedonia del Norte,41.6,21.698,90
Madagascar,2020-06-22,Madagascar,-19.374,46.706,44
Malaysia,2020-06-22,Malasia,4.201,102.195,15
Malawi,2020-06-22,Malaui,-13.4,33.808,19
Maldives,2020-06-22,Maldivas,3.548,72.92,14
Mali,2020-06-22,Mali,17.35,-3.524,28
Morocco,2020-06-22,Marruecos,32.706,-5.758,195
Mauritius,2020-06-22,Mauricio,-20.255,57.583,3
Mauritania,2020-06-22,Mauritania,20.26,-10.332,137
Mexico,2020-06-22,México,23.951,-102.535,4577
Moldova,2020-06-22,Moldavia,47.193,28.599,163
Monaco,2020-06-22,Mónaco,43.75,7.412,1
Mongolia,2020-06-22,Mongolia,46.056,102.876,2
Montenegro,2020-06-22,Montenegro,42.792,19.254,5
Mozambique,2020-06-22,Mozambique,-14.422,37.923,4
Namibia,2020-06-22,Namibia,-22.133,17.218,8
Nepal,2020-06-22,Nepal,28.253,83.939,535
Niger,2020-06-22,Níger,17.426,9.398,10
Nigeria,2020-06-22,Nigeria,9.594,8.105,675
Norway,2020-06-22,Noruega,61.152,8.74,6
New Zealand,2020-06-22,Nueva Zelanda,-42.634,172.235,2
Oman,2020-06-22,Omán,21.656,57.407,1605
Netherlands,2020-06-22,Países Bajos,52.077,5.389,65
Pakistan,2020-06-22,Pakistán,29.967,69.386,3946
Panama,2020-06-22,Panamá,8.384,-80.92,722
Papua New Guinea,2020-06-22,Papúa Nueva Guinea,-5.949,143.459,1
Paraguay,2020-06-22,Paraguay,-23.236,-58.391,13
Peru,2020-06-22,Perú,-9.326,-75.552,6109
Poland,2020-06-22,Polonia,52.125,19.401,296
Portugal,2020-06-22,Portugal,40.309,-8.058,259
Qatar,2020-06-22,Qatar,25.316,51.191,1034
United Kingdom,2020-06-22,Reino Unido,53,-1.6,958
Central African Republic,2020-06-22,República Centroafricana,6.571,20.483,155
Czechia,2020-06-22,República Checa,49.743,15.338,25
Dominican Republic,2020-06-22,República Dominicana,19.015,-70.729,693
Rwanda,2020-06-22,Ruanda,-1.998,29.917,59
Romania,2020-06-22,Rumanía,45.844,24.969,246
Russia,2020-06-22,Rusia,61.988,96.689,7586
Western Sahara,2020-06-22,Sahara Occidental,24.554,-13.706,1
San Marino,2020-06-22,San Marino,43.942,12.46,1
Sao Tome and Principe,2020-06-22,Santo Tomé y Príncipe,0.201,6.629,4
Senegal,2020-06-22,Senegal,15.013,-14.881,82
Serbia,2020-06-22,Serbia,44.032,20.806,96
Sierra Leone,2020-06-22,Sierra Leona,8.56,-11.792,13
Singapore,2020-06-22,Singapur,1.351,103.808,218
Somalia,2020-06-22,Somalia,9.774,48.316,33
Sri Lanka,2020-06-22,Sri Lanka,7.612,80.704,1
South Africa,2020-06-22,Sudáfrica,-30.558,23.121,4288
Sudan,2020-06-22,Sudán,13.832,30.05,118
Sweden,2020-06-22,Suecia,62.011,15.27,2889
Switzerland,2020-06-22,Suiza,46.861,7.908,18
Suriname,2020-06-22,Surinam,4.127,-55.912,5
Thailand,2020-06-22,Tailandia,15.7,100.844,3
Tajikistan,2020-06-22,Tayikistán,38.665,69.42,56
Tunisia,2020-06-22,Túnez,35.383,9.596,2
Turkey,2020-06-22,Turquía,39.061,35.179,1212
Ukraine,2020-06-22,Ucrania,49.016,31.388,695
Uganda,2020-06-22,Uganda,1.28,32.386,4
Uruguay,2020-06-22,Uruguay,-32.8,-56.012,6
Uzbekistan,2020-06-22,Uzbekistán,41.75,63.17,146
Venezuela,2020-06-22,Venezuela,7.125,-66.166,131
Yemen,2020-06-22,Yemen,15.807,48.355,26
Djibouti,2020-06-22,Yibuti,11.9,42.516,17
Zimbabwe,2020-06-22,Zimbabue,-19,29.872,23
Burma,2020-06-22,NA,NA,NA,1
Cabo Verde,2020-06-22,NA,NA,NA,54
Cote d'Ivoire,2020-06-22,NA,NA,NA,185
South Sudan,2020-06-22,NA,NA,NA,24
Syria,2020-06-22,NA,NA,NA,15
West Bank and Gaza,2020-06-22,NA,NA,NA,168
Afghanistan,2020-06-23,Afganistán,33.677,65.216,324
Albania,2020-06-23,Albania,41.143,20.068,52
Germany,2020-06-23,Alemania,51.11,9.851,712
Angola,2020-06-23,Angola,-12.296,17.544,3
Saudi Arabia,2020-06-23,Arabia Saudí,24.023,44.585,3139
Algeria,2020-06-23,Argelia,28.163,2.632,156
Argentina,2020-06-23,Argentina,-35.377,-65.167,2272
Armenia,2020-06-23,Armenia,40.534,44.563,418
Australia,2020-06-23,Australia,-24.973,136.189,29
Austria,2020-06-23,Austria,47.683,14.912,28
Azerbaijan,2020-06-23,Azerbaiyán,40.43,47.395,508
Bahrain,2020-06-23,Bahrein,26.019,50.562,655
Bangladesh,2020-06-23,Bangladesh,24.218,89.941,3412
Belgium,2020-06-23,Bélgica,50.643,4.664,260
Benin,2020-06-23,Benín,10.541,2.469,43
Belarus,2020-06-23,Bielorrusia,53.54,28.047,464
Bolivia,2020-06-23,Bolivia,-16.715,-64.671,896
Bosnia and Herzegovina,2020-06-23,Bosnia-Herzegovina,44.169,17.786,63
Brazil,2020-06-23,Brasil,-10.772,-53.089,39436
Bulgaria,2020-06-23,Bulgaria,42.761,25.231,130
Burkina Faso,2020-06-23,Burkina Faso,12.278,-1.74,4
Bhutan,2020-06-23,Bután,27.415,90.429,2
Cameroon,2020-06-23,Camerún,5.133,12.277,229
Canada,2020-06-23,Canadá,59.081,-109.433,349
Chad,2020-06-23,Chad,15.361,18.665,2
Chile,2020-06-23,Chile,-23.389,-69.433,3804
China,2020-06-23,China,33.42,106.514,29
Cyprus,2020-06-23,Chipre,35.043,33.219,2
Colombia,2020-06-23,Colombia,3.9,-73.076,2393
Comoros,2020-06-23,Comoras,-11.758,43.337,18
Congo (Kinshasa),2020-06-23,Congo (Kinshasa),-2.876,23.654,103
"Korea, South",2020-06-23,Corea del Sur,36.504,128.103,51
Costa Rica,2020-06-23,Costa Rica,9.971,-83.946,91
Croatia,2020-06-23,Croacia,45.723,16.693,30
Cuba,2020-06-23,Cuba,21.297,-77.781,3
Denmark,2020-06-23,Dinamarca,56.058,9.264,34
Ecuador,2020-06-23,Ecuador,-1.385,-78.497,1003
Egypt,2020-06-23,Egipto,26.494,29.872,1332
El Salvador,2020-06-23,El Salvador,13.736,-88.866,165
United Arab Emirates,2020-06-23,Emiratos Árabes Unidos,23.549,54.163,380
